:START_ID(Process),:END_ID(File)
08846768-7c8d-68ce-5607-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_54nhi0cr.vn3.ps1
08846768-7fb1-68ce-2608-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_orc5lsdw.lvt.ps1
08846768-7fb1-68ce-2708-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_0fymhtob.clu.ps1
08846768-7fb1-68ce-2a08-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_3kisx3qd.uez.ps1
08846768-7fb2-68ce-2c08-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_1l1v0rrn.pfq.ps1
08846768-7fb2-68ce-2e08-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_ssdlsjm2.xta.ps1
08846768-7fb2-68ce-3008-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_rogbl45y.e05.ps1
08846768-7fb3-68ce-3108-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_pmu2mvhv.y0d.ps1
08846768-7fb3-68ce-3208-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_odbo3dsg.xuh.ps1
08846768-7fb3-68ce-3308-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_eb2ce4zm.kuj.ps1
08846768-7fb3-68ce-3608-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_0jl2isr0.24q.ps1
08846768-7fe8-68ce-6408-000000000e00,C:\Users\test\AppData\Local\Temp\T1010.exe
08846768-7fec-68ce-7608-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_4wit5ya5.nhn.ps1
08846768-7fec-68ce-7708-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_vvz3yy1i.zwq.ps1
08846768-7ffc-68ce-9a08-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_saroydx1.owg.ps1
08846768-8001-68ce-a508-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_rsmq4ki0.lwl.ps1
08846768-8008-68ce-aa08-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_cp2oud2s.5mt.ps1
08846768-8010-68ce-b308-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_honlewzy.1ub.ps1
08846768-8027-68ce-d608-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_ha2dohpi.ihp.ps1
08846768-803c-68ce-0a09-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_0zm3xwkz.aw2.ps1
08846768-8049-68ce-2809-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_rniixfke.lp4.ps1
08846768-8097-68ce-ee09-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_l1ojnmn3.1gz.ps1
08846768-8112-68ce-e20b-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_iuowynmj.dmi.ps1
08846768-811c-68ce-ea0b-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_txb44b5q.2dv.ps1
08846768-811d-68ce-ed0b-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_haj2hlus.rnv.ps1
08846768-8123-68ce-ef0b-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_wvchxise.cit.ps1
08846768-8134-68ce-f10b-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_japtfu2z.y2p.ps1
08846768-8138-68ce-f70b-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_nx0yy1u3.kxv.ps1
1087e0b7-a620-68d4-1900-000000000500,C:\Windows\System32\Tasks\Microsoft\Windows\UpdateOrchestrator\Schedule Maintenance Work
1087e0b7-a620-68d4-1900-000000000500,C:\Windows\System32\Tasks\Microsoft\Windows\UpdateOrchestrator\Schedule Wake To Work
1087e0b7-a620-68d4-1900-000000000500,C:\Windows\System32\Tasks\Microsoft\Windows\UpdateOrchestrator\Schedule Work
1087e0b7-ac71-68d4-6402-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_pgzqcvpx.wc5.ps1
1087e0b7-ac72-68d4-6602-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_itujktma.om0.ps1
1087e0b7-ac73-68d4-6902-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_xds5uece.1aa.ps1
1087e0b7-ac73-68d4-6b02-000000000500,C:\Windows\System32\wbem\AutoRecover\BE941EED73FA65C764857930E033B541.mof
1087e0b7-aceb-68d4-6e02-000000000500,C:\Windows\System32\W64Time.dll
1087e0b7-addc-68d4-8302-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_fmjzg5oy.w5c.ps1
1087e0b7-df3a-68d4-e402-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_oyib0ffp.otv.ps1
1087e0b7-df3a-68d4-e602-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_5y1zcc4f.42v.ps1
1087e0b7-df3a-68d4-e802-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_ugrhih0a.s2b.ps1
1087e0b7-df3a-68d4-ea02-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_xwnhp5oj.xiz.ps1
1087e0b7-df3a-68d4-ec02-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_u3jqz240.drx.ps1
1087e0b7-df3a-68d4-ee02-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_zylozpv3.zxf.ps1
1087e0b7-df3a-68d4-f002-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_gqonns2h.lv4.ps1
1087e0b7-df3a-68d4-f202-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_n1j1mjmw.opa.ps1
1087e0b7-df3b-68d4-f402-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_4plz1jv1.g5r.ps1
1087e0b7-df3b-68d4-f602-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_zk30qmjm.wbr.ps1
1087e0b7-df3b-68d4-f802-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_debj5s5w.tiq.ps1
1087e0b7-df57-68d4-2803-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_5i1otvn3.m2q.ps1
1087e0b7-df58-68d4-2c03-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_c0h1z5i3.fnp.ps1
1087e0b7-df58-68d4-3103-000000000500,C:\Windows\apppatch\CustomSDB\{084c9f6c-a911-44f5-aecf-6a9a55b93c43}.sdb
1087e0b7-df5b-68d4-3903-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_d4uak3uw.cch.ps1
1087e0b7-df5b-68d4-3903-000000000500,C:\Users\Public\AtomicTest.dll
1087e0b7-df5b-68d4-3e03-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_fyok03zd.0qn.ps1
1087e0b7-df68-68d4-0504-000000000500,C:\ProgramData\Microsoft\Windows\WER\Temp\WER.4aa1f861-9e1f-4a80-805f-0d51f810dbd2.tmp.dmp
1087e0b7-df70-68d4-4504-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_c1230hyk.sdv.ps1
1087e0b7-df77-68d4-8604-000000000500,C:\ProgramData\Microsoft\Windows\WER\Temp\WER.57374b89-b1ea-4b86-a2ca-8496798a2072.tmp.dmp
1087e0b7-dfe3-68d4-da06-000000000500,C:\ProgramData\Microsoft\Windows\WER\Temp\WER.29112e91-2aad-47d3-b5a0-665d0482e0f1.tmp.dmp
1087e0b7-e060-68d4-3407-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_vcu42l4d.tqv.ps1
1087e0b7-e065-68d4-f307-000000000500,C:\ProgramData\Microsoft\Windows\WER\Temp\WER.a3443511-f4ec-4281-a90c-dabbd1656f33.tmp.dmp
1087e0b7-e06b-68d4-7608-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_0lkylxha.v4j.ps1
1087e0b7-e076-68d4-9009-000000000500,C:\ProgramData\Microsoft\Windows\WER\Temp\WER.9e9ee9a3-afef-46c7-ab18-3d6465395244.tmp.dmp
1087e0b7-e07d-68d4-150a-000000000500,C:\ProgramData\Microsoft\Windows\WER\Temp\WER.5488caad-fc1a-453f-ad89-f8ad4e1a547a.tmp.dmp
1087e0b7-e10b-68d4-bf0a-000000000500,C:\Users\Administrator\AppData\Local\Temp\__PSScriptPolicyTest_hpao4j2s.vpz.ps1
44e3886b-5b87-68d7-d400-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_fdzu4xmn.alt.ps1
44e3886b-5b8a-68d7-de00-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_0wqbc2gq.hdx.ps1
44e3886b-5b97-68d7-e100-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_ewkti5yo.wur.ps1
44e3886b-5b9c-68d7-f500-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_ntjvzxq5.rsg.ps1
44e3886b-5b9c-68d7-f900-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_v3jtkmi1.sgg.ps1
44e3886b-5b9c-68d7-f900-000000001d00,C:\Users\emps\AtomicTest.exe
44e3886b-5b9d-68d7-0101-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_h0jdx44x.lcx.ps1
44e3886b-5bb3-68d7-0c01-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_br5v2mtm.gtf.ps1
44e3886b-5bd6-68d7-1401-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_3nmb5rcf.kj2.ps1
44e3886b-5bd8-68d7-1b01-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_rrxyzqqx.yh2.ps1
44e3886b-5bd9-68d7-1f01-000000001d00,C:\Windows\PSEXESVC.exe
44e3886b-5c58-68d7-3001-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_vmupkwzj.vvt.ps1
44e3886b-5c59-68d7-3601-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_owok4qco.4f4.ps1
44e3886b-5c5a-68d7-3c01-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_rmlx1kfi.3f2.ps1
44e3886b-5c5a-68d7-4201-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_i3upnkaw.fpq.ps1
44e3886b-5c5b-68d7-4501-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_rm4oiyy0.wp0.ps1
44e3886b-5c67-68d7-4901-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_yutdbdsb.bmq.ps1
44e3886b-5c6a-68d7-5001-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_xkyib4rd.rjb.ps1
44e3886b-5c71-68d7-5401-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_yddguo4r.mzp.ps1
44e3886b-5c71-68d7-5401-000000001d00,C:\Users\emps\AppData\Local\Temp\ldnsyyua\ldnsyyua.cmdline
44e3886b-5c71-68d7-5401-000000001d00,C:\Users\emps\AppData\Local\Temp\ldnsyyua\ldnsyyua.dll
44e3886b-5c72-68d7-5701-000000001d00,C:\Users\emps\AppData\Local\Temp\ldnsyyua\ldnsyyua.dll
44e3886b-5c73-68d7-5901-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_asaaqgvh.dd1.ps1
44e3886b-5c73-68d7-5901-000000001d00,C:\Users\emps\AppData\Local\Temp\ihgpsuyl\ihgpsuyl.cmdline
44e3886b-5c73-68d7-5901-000000001d00,C:\Users\emps\AppData\Local\Temp\ihgpsuyl\ihgpsuyl.dll
44e3886b-5c74-68d7-5c01-000000001d00,C:\Users\emps\AppData\Local\Temp\ihgpsuyl\ihgpsuyl.dll
44e3886b-5c85-68d7-6001-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_oxmdzljq.1fl.ps1
44e3886b-5c96-68d7-6a01-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_ivp1tntx.jpj.ps1
44e3886b-5cae-68d7-7501-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_khx1qjuz.v3c.ps1
44e3886b-5cc0-68d7-7901-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_x3gkrd0w.vf2.ps1
44e3886b-5ce0-68d7-8001-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_hf5hgghc.emr.ps1
44e3886b-5cec-68d7-9101-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_mhccwrp1.0yu.ps1
44e3886b-5cee-68d7-9801-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_edsmwi4i.s1m.ps1
44e3886b-5d12-68d7-ab01-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_anf53rqo.hky.ps1
44e3886b-5d13-68d7-b201-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_dihgfh5u.wic.ps1
44e3886b-5d23-68d7-b701-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_evu45ofv.fy2.ps1
44e3886b-5d26-68d7-c801-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_jcpnabdw.5ho.ps1
44e3886b-5d27-68d7-cb01-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_duwg33hp.jsj.ps1
44e3886b-5d32-68d7-ce01-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_0qkzydqi.eo0.ps1
44e3886b-5db9-68d7-e101-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_pyv5f1nx.3wf.ps1
44e3886b-5dba-68d7-e801-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_4tu4swqi.54u.ps1
44e3886b-5dbb-68d7-eb01-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_dekys1k4.nke.ps1
44e3886b-5dbf-68d7-f201-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_pfeopbv3.35y.ps1
44e3886b-5dca-68d7-f801-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_qhnqq3et.gqg.ps1
44e3886b-5de0-68d7-0902-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_nrgbqwib.3xt.ps1
44e3886b-5de1-68d7-1102-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_ivu0ztm3.3dy.ps1
44e3886b-5df5-68d7-1602-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_etjv1qa0.jza.ps1
44e3886b-5dfd-68d7-2602-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_mboll5ui.mkx.ps1
44e3886b-5e0e-68d7-2902-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_xgho0e2i.h0v.ps1
44e3886b-5e10-68d7-3002-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_ytraou4z.ctm.ps1
44e3886b-5e10-68d7-3002-000000001d00,C:\Users\emps\AppData\Local\Temp\zsh4ajsc\zsh4ajsc.cmdline
44e3886b-5e10-68d7-3002-000000001d00,C:\Users\emps\AppData\Local\Temp\zsh4ajsc\zsh4ajsc.dll
44e3886b-5e12-68d7-4902-000000001d00,C:\Users\emps\AppData\Local\Temp\zsh4ajsc\zsh4ajsc.dll
44e3886b-5e21-68d7-4f02-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_n02zkv2w.rwj.ps1
44e3886b-5e23-68d7-5602-000000001d00,C:\Users\emps\AppData\Local\Temp\PhishingAttachment.xlsm
44e3886b-5e23-68d7-5602-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_m42rbvdi.0wk.ps1
44e3886b-5e24-68d7-5902-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_qxebytmd.dh3.ps1
44e3886b-5e54-68d7-5e02-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_ucp0yl3j.zyt.ps1
44e3886b-5e56-68d7-6502-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_gasrjfvg.y4f.ps1
44e3886b-5e56-68d7-6502-000000001d00,C:\Users\emps\AppData\Local\Temp\h143kx4f\h143kx4f.cmdline
44e3886b-5e56-68d7-6502-000000001d00,C:\Users\emps\AppData\Local\Temp\h143kx4f\h143kx4f.dll
44e3886b-5e56-68d7-6802-000000001d00,C:\Users\emps\AppData\Local\Temp\h143kx4f\h143kx4f.dll
44e3886b-5e5b-68d7-6e02-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_mguv1vdv.fs1.ps1
44e3886b-5e69-68d7-7202-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_xxk0kigc.azc.ps1
44e3886b-5e6b-68d7-7902-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_3wzxgoas.cyn.ps1
44e3886b-5e7e-68d7-7e02-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_mwagsqtd.yku.ps1
44e3886b-5e80-68d7-8502-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_nsmd355g.4wu.ps1
44e3886b-5e8f-68d7-8e02-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_e2gj3int.p31.ps1
44e3886b-5e9e-68d7-9502-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_ns2ufsba.dp2.ps1
44e3886b-5ea1-68d7-a102-000000001d00,C:\Windows\SystemTemp\__PSScriptPolicyTest_jyoezgjg.osh.ps1
44e3886b-5ea1-68d7-a102-000000001d00,C:\Windows\SystemTemp\__PSScriptPolicyTest_qeql04vm.inx.ps1
44e3886b-5ea2-68d7-a702-000000001d00,C:\Users\emps\AppData\Local\Temp\PsExec.exe
44e3886b-5ea2-68d7-a702-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_aeg231zi.z0x.ps1
44e3886b-5ea4-68d7-bf02-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_xne4nt4r.muk.ps1
44e3886b-5ea4-68d7-c202-000000001d00,C:\Windows\PSEXESVC.exe
44e3886b-5ebc-68d7-c602-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_tquu2u1q.hwa.ps1
44e3886b-5ebe-68d7-cd02-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_rqf3jjqw.1t4.ps1
44e3886b-5ec8-68d7-d002-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_i5fnqyxt.hrw.ps1
44e3886b-5ed5-68d7-d402-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_zdrapouk.zep.ps1
44e3886b-5ed7-68d7-db02-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_5oivdywk.cc2.ps1
44e3886b-5f07-68d7-e102-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_gevbvvkg.4nh.ps1
44e3886b-5f0a-68d7-e802-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_kbhfyv2f.2v3.ps1
44e3886b-5f83-68d7-eb02-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_iwpgtr1k.rvw.ps1
44e3886b-5ffb-68d7-f102-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_3zmzi5zk.due.ps1
44e3886b-6020-68d7-f502-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_ohv3uihh.msf.ps1
44e3886b-6020-68d7-f802-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_mzzx14hv.xdj.ps1
44e3886b-604e-68d7-fc02-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_yzoz0fpy.qzf.ps1
44e3886b-6050-68d7-0303-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_aobyvedk.5lj.ps1
44e3886b-605d-68d7-0603-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_frq5egdk.lha.ps1
44e3886b-605f-68d7-0d03-000000001d00,C:\Users\emps\AppData\Roaming\amsi.dll
44e3886b-605f-68d7-0d03-000000001d00,C:\Users\emps\AppData\Roaming\updater.exe
44e3886b-605f-68d7-0f03-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_zpmh01zj.3ge.ps1
44e3886b-6060-68d7-1103-000000001d00,C:\Users\emps\AppData\Roaming\amsi.dll
44e3886b-6060-68d7-1103-000000001d00,C:\Windows\System32\WinAppXRT.dll
44e3886b-6060-68d7-1403-000000001d00,C:\Users\emps\AppData\Roaming\amsi.dll
44e3886b-6061-68d7-1f03-000000001d00,C:\ProgramData\Microsoft\Windows\WER\Temp\WER.10f9e878-7e5a-49db-902a-0c12d8b6211b.tmp.dmp
44e3886b-6063-68d7-2103-000000001d00,C:\Users\emps\AppData\Local\Temp\KeyScrambler.exe
44e3886b-6063-68d7-2103-000000001d00,C:\Users\emps\AppData\Local\Temp\KeyScrambler_Setup.exe
44e3886b-6063-68d7-2103-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_1jwnu3gz.cqu.ps1
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\DriverInstaller.exe
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\KeyScramblerIE.dll
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\KeyScramblerLogon.exe
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\Languages\KSLangCHT.dll
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\Languages\KSLangJPN.dll
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\QFXUpdateService.exe
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\Uninstall.exe
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\keyscrambler.sys
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\x64\DriverInstaller.exe
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\x64\KeyScramblerIE.dll
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\x64\KeyScramblerLogon.exe
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\x64\Languages\KSLangCHT.dll
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\x64\Languages\KSLangJPN.dll
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\x64\NSIS.Library.RegTool.v3.{5302CB23-9649-4415-BA27-091179B58D88}.exe
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\x64\QFXUpdateService.exe
44e3886b-6066-68d7-2403-000000001d00,C:\Program Files (x86)\KeyScrambler\x64\keyscrambler.sys
44e3886b-6066-68d7-2403-000000001d00,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\KeyScrambler\Getting Started.lnk
44e3886b-6066-68d7-2403-000000001d00,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\KeyScrambler\KeyScrambler Options.lnk
44e3886b-6066-68d7-2403-000000001d00,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\KeyScrambler\KeyScrambler User Manual.url
44e3886b-6066-68d7-2403-000000001d00,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\KeyScrambler\KeyScrambler.lnk
44e3886b-6066-68d7-2403-000000001d00,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\KeyScrambler\QFX Software Homepage.url
44e3886b-6066-68d7-2403-000000001d00,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\KeyScrambler\Uninstall KeyScrambler.lnk
44e3886b-6066-68d7-2403-000000001d00,C:\Users\emps\AppData\Local\Temp\nsn66F3.tmp\System.dll
44e3886b-6066-68d7-2403-000000001d00,C:\Users\emps\AppData\Local\Temp\nsn66F3.tmp\UserInfo.dll
44e3886b-6066-68d7-2403-000000001d00,C:\Users\emps\AppData\Local\Temp\nsn66F3.tmp\md5dll.dll
44e3886b-6066-68d7-2403-000000001d00,C:\Users\emps\AppData\Local\Temp\nsn66F3.tmp\nsExec.dll
44e3886b-6078-68d7-4303-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_gwbknw5h.d32.ps1
44e3886b-6086-68d7-4a03-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_iehxyfwg.e2n.ps1
44e3886b-6088-68d7-5103-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_hlvol2yv.x2f.ps1
44e3886b-6088-68d7-5403-000000001d00,C:\Users\emps\AppData\Local\Microsoft\WindowsApps\Get-Variable.exe
44e3886b-6089-68d7-5603-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_lg1umx53.ib0.ps1
44e3886b-610c-68d7-5a03-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_wjcrurnt.pe3.ps1
44e3886b-610e-68d7-6103-000000001d00,C:\Program Files\windows_service.exe
44e3886b-6118-68d7-6503-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_kqkabl2q.p2q.ps1
44e3886b-611a-68d7-6c03-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_lw0wrpxy.er3.ps1
44e3886b-6139-68d7-7203-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_m3tietbi.ldc.ps1
44e3886b-613c-68d7-7903-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_jvwhbjdp.uln.ps1
44e3886b-613d-68d7-7e03-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_izku0ic0.ctn.ps1
44e3886b-613f-68d7-8103-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_hwfduqi0.ao5.ps1
44e3886b-613f-68d7-8403-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_5zpitick.4yd.ps1
44e3886b-6160-68d7-8603-000000001d00,C:\Users\emps\AppData\Local\Temp\__PSScriptPolicyTest_vlswnl42.gpl.ps1
